Lionel Messi,FC Barcelona | Liga BBVA,RW,94
Deivy Balanta,Al. Petrolera | Liga Postobón,RB,63
Dilan Zúñiga,Colo-Colo | Camp. Scotiabank,LB,63
Nicolás Orellana,San Marcos | Camp. Scotiabank,LW,63
Benjamín Ruiz,Unión La Calera | Camp. Scotiabank,RB,63
Raúl Loaiza,Patriotas FC | Liga Postobón,CDM,63
Jorge Arias,Indep. Medellín | Liga Postobón,CB,63
Andrés Correa,Sounders FC | MLS,LB,63
Diego Chica,Águilas Doradas | Liga Postobón,CDM,63
Tim Kleindienst,SC Freiburg | Bundesliga,ST,63
Alexis Salazar,CD Cobresal | Camp. Scotiabank,CB,63
Koby Arthur,Birmingham City | FL Championship,RM,63
Ronald González,CD Antofagasta | Camp. Scotiabank,LM,63
Pablo Dyego,Legia Warszawa | Ekstraklasa,RB,63
Lebogang Phiri,Brøndby IF | Superliga,CM,63
Ruben Loftus-Cheek,Chelsea | Barclays PL,CM,63
Andreas Christensen,Bor. M&#39;gladbach | Bundesliga,CB,63
Stephen O&#39;Donnell,Luton Town | Football League 2,RB,63
Fausto,AD Alcorcón | Liga Adelante,CDM,63
Nicolai Poulsen,Randers FC | Superliga,CM,63
Patrick Da Silva,Brøndby IF | Superliga,LB,63
Zakarie Labidi,Olympique Lyon | Ligue 1,LW,63
Guðmundur Þórarinsson,FC Nordsjælland | Superliga,CDM,63
Adam Jahn,SJ Earthquakes | MLS,ST,63
Darijan Bojanić,Helsingborgs IF | Allsvenskan,CM,63
Laurent Abergel,AC Ajaccio | Ligue 2,RB,63
Olmes Garcia,Real Salt Lake | MLS,RW,63
Adolphe Teikeu,FC Sochaux | Ligue 2,CB,63
Kamil Sylwestrzak,Korona Kielce | Ekstraklasa,LB,63
Grigoriy Morozov,Dinamo Moskva | Russian League,LB,63
Storm Roux,Central Coast | A-League,RB,63
Areias,Vit. Guimarães | Primeira Liga,ST,63
Anton Sloboda,Podbeskidzie | Ekstraklasa,CM,63
Scott Galloway,Melb. Victory | A-League,RB,63
Devon Sandoval,Real Salt Lake | MLS,ST,63
Donnie Smith,New England | MLS,LM,63
Carlos Alvarez,Colorado Rapids | MLS,CAM,63
Chad Barson,Columbus Crew | MLS,RB,63
Paweł Cibicki,Malmö FF | Allsvenskan,ST,63
David Kinsombi,Eint. Frankfurt | Bundesliga,CB,63
Juan Miguel Basulto,Guadalajara | LIGA Bancomer MX,CB,63
Pascal Gregor,FC Nordsjælland | Superliga,CB,63
Stefan Wannenwetsch,FC Ingolstadt | 2. Bundesliga,CDM,63
Jack O&#39;Connell,Brentford | FL Championship,CB,63
Vladimir Rankovic,Hannover 96 | Bundesliga,RB,63
Kenan Karaman,Hannover 96 | Bundesliga,ST,63
Denis Streker,SV Ried | A. Bundesliga,CDM,63
Pedro Hernández,Tijuana | LIGA Bancomer MX,CM,63
Kevin Akpoguma,F. Düsseldorf | 2. Bundesliga,RB,63
James Donachie,Brisbane Roar | A-League,CB,63
Dominik Starkl,Admira | A. Bundesliga,RW,63
Shay Facey,NY City FC | MLS,CB,63
Carlos Hernández,CD Lugo | Liga Adelante,CB,63
Alexander Callens,CD Numancia | Liga Adelante,CB,63
Luke McCullough,Doncaster | Football League,CB,63
Kévin Tapoko,OH Leuven | None,CM,63
Dani López,Inverness CT | Scottish Prem,ST,63
Etxeberría,Bilbao Athletic | None,RB,63
Nasiru Mohammed,BK Häcken | Allsvenskan,RW,63
Alcides Peña,NG - FA | Free Agents League,ST,63
Cristian Álvarez,CD Palestino | Camp. Scotiabank,CAM,63
Luc Kassi,Stabæk Fotball | Tippeligaen,LM,63
Caye Quintana,Real Valladolid | Liga Adelante,ST,63
Nawaf Al Sabhi,Najran | ALJ League,CB,63
Nicolai Brock-Madsen,Birmingham City | FL Championship,ST,63
Kenan Kodro,CA Osasuna | Liga Adelante,LM,63
Pablo Valcarce,CD Numancia | Liga Adelante,LM,63
Abbas Shengeeti,Al-Khaleej | ALJ League,LB,63
Federico Rosso,Crucero del Norte | None,CB,63
Wesam Al Swed,Al-Faisaly | ALJ League,LB,63
Mohammed Salem,Al-Faisaly | ALJ League,CB,63
Diego Martín Rodríguez,Whitecaps FC | MLS,CB,63
Patrick Möschl,SV Ried | A. Bundesliga,LM,63
Darwin Machís,SD Huesca | None,LM,63
Jack King,Scunthorpe Utd | Football League,CB,63
Bruno Alves,Vit. Guimarães | Primeira Liga,CM,63
Rabi Al Mousa,Najran | ALJ League,RB,63
Filip Malbašić,1899 Hoffenheim | Bundesliga,LM,63
Omar Abdulaziz,Al-Faisaly | ALJ League,CDM,63
Yasir Al Fahmi,Al-Ahli | ALJ League,ST,63
Mohsen Al Eisa,Al-Ahli | ALJ League,CAM,63
Karl Ouimette,NY Red Bulls | MLS,CB,63
Benedikt Saller,1. FSV Mainz 05 | Bundesliga,CM,63
Alex,Houston Dynamo | MLS,LM,63
Enis Hajri,MSV Duisburg | None,CDM,63
Bright Edomwonyi,SK Sturm Graz | A. Bundesliga,ST,63
Janoi Donacien,Wycombe | Football League 2,CB,63
Kévin Afougou,Stade Lavallois | Ligue 2,CB,63
Umberto Germano,Vercelli | Serie B,RB,63
Rabyi Sufyani,Al-Nassr | ALJ League,ST,63
Mateusz Lewandowski,Pogoń Szczecin | Ekstraklasa,LM,63
Sebastian Rudol,Pogoń Szczecin | Ekstraklasa,RB,63
Giacomo Casoli,Como | None,CM,63
Djavan Anderson,SC Cambuur | Eredivisie,RB,63
Abdel Malek El Hasnaoui,PEC Zwolle | Eredivisie,CAM,63
Maurides,FC Arouca | Primeira Liga,ST,63
Ahmed Al Mubarak,Al-Fateh | ALJ League,LM,63
Philipp Ziereis,FC St. Pauli | 2. Bundesliga,CB,63
Erik Correa,Tigre | Primera División,ST,63
Saleh Alqumayzi,Al-Shabab | ALJ League,RB,63
Hattan Bahebri,Al-Khaleej | ALJ League,RM,63
Shafi Al Dossari,Al-Fateh | ALJ League,LB,63
Sebastian Steblecki,SC Cambuur | Eredivisie,LW,63
Mustafa Durak,Gaziantepspor | Süper Lig,RW,63
Dominic Poleon,Oldham Athletic | Football League,ST,63
Cammy Smith,Aberdeen | Scottish Prem,CAM,63
Cameron Howieson,NG - FA | Free Agents League,CAM,63
Alejandro Guido,Tijuana | LIGA Bancomer MX,CM,63
Christophe Hérelle,US Créteil | Ligue 2,RB,63
Johan Eklund,GIF Sundsvall | None,ST,63
Francesco Urso,Vicenza | Serie B,CM,63
Mohammed Saeid,Columbus Crew | MLS,CDM,63
Kornel Osyra,Piast Gliwice | Ekstraklasa,CB,63
Mariusz Stępiński,Ruch Chorzów | Ekstraklasa,ST,63
Alex Gilbey,Colchester | Football League,CM,63
Kent-Are Antonsen,Tromsø IL | None,LB,63
Federico Andrada,Rafaela | Primera División,ST,63
Patrick,CS Marítimo | Primeira Liga,RB,63
Ayala,Valencia CF | Liga BBVA,CB,63
Patryk Tuszyński,Çaykur Rizespor | Süper Lig,ST,63
Matías Ballini,Colón | None,CDM,63
Lukas Grozurek,Admira | A. Bundesliga,LM,63
Oliver Silverholt,Hammarby IF | None,LB,63
Antonio Rojas,Halmstads BK | Allsvenskan,CM,63
Park Sun Yong,Pohang Steelers | K LEAGUE,RB,63
Nii Nortey Ashong,Latina | Serie B,LB,63
Dominic Samuel,Reading | FL Championship,ST,63
Christophe Vincent,AC Ajaccio | Ligue 2,CM,63
Lionel Zouma,FC Sochaux | Ligue 2,CB,63
Simone Andrea Ganz,Como | None,ST,63
Marcus Antonsson,Kalmar FF | Allsvenskan,ST,63
Kristoffer Olsson,FC Midtjylland | Superliga,CM,63
Stephen Obileye,Dagenham | Football League 2,CB,63
Maicon,Livorno | Serie B,RM,63
Dieguinho,Estoril-Praia | Primeira Liga,RW,63
David Texeira,FC Dallas | MLS,ST,63
Roman Emelyanov,FC Ural | Russian League,CDM,63
Onur Bulut,VfL Bochum | 2. Bundesliga,RM,63
Cauley Woodrow,Fulham | FL Championship,ST,63
Nadir Minotti,Como | None,CM,63
Hugo Rodriguez,Stade Reims | Ligue 1,CM,63
Anthony Forde,Walsall | Football League,RM,63
Alexander Juel Andersen,Aarhus GF | None,CB,63
Lee Erwin,Leeds United | FL Championship,ST,63
Orhan Taşdelen,Akhisarspor | Süper Lig,CB,63
Charlie Raglan,Chesterfield | Football League,CB,63
Cho Young Cheol,Ulsan Hyundai | K LEAGUE,RM,63
Korbinian Vollmann,1860 Munich | 2. Bundesliga,CAM,63
Jack Grimmer,Fulham | FL Championship,RB,63
Billel Omrani,Marseille | Ligue 1,ST,63
Daniel Schütz,SV Grödig | A. Bundesliga,LM,63
Yu Ji Hoon,Busan I&#39;Park | K LEAGUE,LB,63
Simon Kroon,Malmö FF | Allsvenskan,RM,63
Sido Jombati,Wycombe | Football League 2,RB,63
Rhys Bennett,Rochdale | Football League,CDM,63
Miłosz Przybecki,Pogoń Szczecin | Ekstraklasa,RM,63
James Baxendale,Walsall | Football League,RM,63
Krisztián Adorján,Novara | None,CAM,63
Janek Sternberg,Werder Bremen | Bundesliga,LB,63
Conor Newton,Cambridge Utd | Football League 2,RM,63
Toni Vastić,Admira | A. Bundesliga,ST,63
Adam Reach,Middlesbrough | FL Championship,LM,63
Xavi Molina,Nástic de Tarragona | None,CDM,63
Tugrul Erat,F. Düsseldorf | 2. Bundesliga,RM,63
Damian Chmiel,Podbeskidzie | Ekstraklasa,LM,63
Simon Brandstetter,MSV Duisburg | None,ST,63
Fabinho,Perugia | Serie B,LM,63
Martin Kobylański,Werder Bremen | Bundesliga,CF,63
Hervé Lybohy,Paris FC | None,CB,63
Jón Guðni Fjóluson,GIF Sundsvall | None,CB,63
Daniel Drescher,Wolfsberger AC | A. Bundesliga,CB,63
Tobias Henneböle,RCD Mallorca | Liga Adelante,CB,63
Gladestony,Estoril-Praia | Primeira Liga,CDM,63
José Ángel,UD Almería | Liga BBVA,CM,63
Mirko Bigazzi,Livorno | Serie B,RM,63
Alessandro Bruno,Pescara | Serie B,CDM,63
Tobias Kainz,SV Grödig | A. Bundesliga,RB,63
Bobby Reid,Bristol City | Football League,CM,63
Elliott Hewitt,Notts County | Football League,RB,63
Daniel Potts,Luton Town | Football League 2,LB,63
Joshua Brillante,Empoli | Serie A,CM,63
Max Clayton,Bolton | FL Championship,ST,63
Larnell Cole,Fulham | FL Championship,RM,63
Curtis Good,Newcastle Utd | Barclays PL,CB,63
Viktor Ljung,Halmstads BK | Allsvenskan,LB,63
Joe Riley,Bury | Football League 2,RB,63
Han Ji Ho,Busan I&#39;Park | K LEAGUE,ST,63
Min Sang Gi,Suwon Bluewings | K LEAGUE,CB,63
Jake Carroll,Hartlepool | Football League 2,LB,63
Zach Pfeffer,Philadelphia | MLS,CM,63
Abdón,CD Mirandés | Liga Adelante,ST,63
Daryl Horgan,Dundalk | Airtricity League,LM,63
Francesco Ardizzone,Vercelli | Serie B,CM,63
Deniss Rakels,Cracovia | Ekstraklasa,ST,63
Jacob Tjørnelund,Hobro IK | Superliga,LB,63
Andrea Doninelli,Modena | Serie B,CM,63
Cian Bolger,Southend United | Football League 2,CB,63
Kim Ho Nam,GwangJu FC | None,RM,63
Servando Carrasco,Orlando City | MLS,CDM,63
Cole Grossman,Stabæk Fotball | Tippeligaen,CDM,63
Jore Trompet,KVC Westerlo | Pro League,CM,63
Enej Jelenič,Livorno | Serie B,LM,63
Stephen McLaughlin,Nott&#39;m Forest | FL Championship,LM,63
Christoffer Remmer,FC København | Superliga,RB,63
Nicky Ajose,Leeds United | FL Championship,ST,63
Pierrick Cros,Red Star FC | None,CB,63
Ryan Laursen,Esbjerg fB | Superliga,RB,63
Salvatore D&#39;Elia,Vicenza | Serie B,LB,63
Arturo,Córdoba CF | Liga BBVA,ST,63
Charlie Took,UD Almería | Liga BBVA,CB,63
Mattia Spezzani,Hellas Verona | Serie A,CM,63
Bartłomiej Pawłowski,Lechia Gdańsk | Ekstraklasa,RM,63
Callum Booth,Partick Thistle | Scottish Prem,LB,63
Nicolao Dumitru,Latina | Serie B,LW,63
Ronaldo,Empoli | Serie A,CM,63
Curtis Nelson,Plymouth Argyle | Football League 2,CB,63
Ryan Tafazolli,Mansfield Town | Football League 2,CB,63
Ryan Leonard,Southend United | Football League 2,CM,63
Dale Jennings,MK Dons | Football League,LM,63
Antonio Cinelli,Vicenza | Serie B,CM,63
Lee Hyun Ho,Daejeon Citizen | None,CAM,63
Lee Jae Myung,Jeonbuk FC | K LEAGUE,LB,63
Jerónimo Morales Neumann,Tigre | Primera División,ST,63
Philipp Prosenik,SK Rapid Wien | A. Bundesliga,ST,63
Milan Lalkovič,Walsall | Football League,LM,63
Ulrik Flo,ODD | Tippeligaen,ST,63
Thomas Bergmann,SV Ried | A. Bundesliga,RB,63
Nick Ross,Dundee FC | Scottish Prem,CAM,63
Jason Banton,Wycombe | Football League 2,LM,63
Bilel Mohsni,Angers SCO | Ligue 2,CB,63
Magnus Stamnestrø,Rosenborg BK | Tippeligaen,CM,63
Ramiro Mayor,AD Alcorcón | Liga Adelante,CB,63
Johan Bertilsson,Gefle IF | Allsvenskan,LM,63
Kévin Perrot,Stade Lavallois | Ligue 2,LB,63
Harald Pichler,SV Grödig | A. Bundesliga,CB,63
Wilfred Chinoye Osuji,Modena | Serie B,CM,63
Ricky Holmes,Northampton | Football League 2,LM,63
Akeem Latifu,Aalesunds FK | Tippeligaen,RB,63
Timo Beermann,Heidenheim | 2. Bundesliga,CB,63
Steven Paulle,Dijon FCO | Ligue 2,CB,63
Stjepan Kukuruzović,FC Vaduz | Raiffeisen SL,CM,63
Ko Cha Won,Suwon Bluewings | K LEAGUE,RM,63
Kim Young Wook,Jeonnam Dragons | K LEAGUE,LM,63
Luca Scapuzzi,Como | None,ST,63
Daniel Hallingström,Åtvidabergs FF  | Allsvenskan,CB,63
Erik Moberg,Örebro SK | Allsvenskan,CB,63
Paul Corry,Northampton | Football League 2,CM,63
Daylon Claasen,1860 Munich | 2. Bundesliga,RM,63
Marcos,Nástic de Tarragona | None,ST,63
José Antonio Madueña,Tijuana | LIGA Bancomer MX,RB,63
Tor Arne Andreassen,FK Haugesund | Tippeligaen,CB,63
Xavier Kouassi,FC Sion | Raiffeisen SL,CDM,63
Mark Connolly,Kilmarnock | Scottish Prem,CB,63
Ismaël Keita,Angers SCO | Ligue 2,CM,63
Férébory Doré,Angers SCO | Ligue 2,ST,63
Ahmet Aras,Antalyaspor | None,ST,63
Aaron Martin,Coventry City | Football League,CB,63
Marius Amundsen,Lillestrøm SK | Tippeligaen,CB,63
Eric Alexander,Montreal Impact | MLS,CDM,63
Adam Straith,NG - FA | Free Agents League,CB,63
Lars Sætra,Hammarby IF | None,CB,63
Daúd Gazale,Nueva Chicago | None,ST,63
Conor McLaughlin,Fleetwood Town | Football League,RB,63
Álex Sánchez,CA Osasuna | Liga Adelante,ST,63
Luke Wilkinson,Luton Town | Football League 2,CB,63
David Amoo,Partick Thistle | Scottish Prem,RM,63
Gregg Wylde,Plymouth Argyle | Football League 2,LM,63
Ashley Eastham,Rochdale | Football League,CB,63
Alexey Nikitin,FC Ufa | Russian League,CB,63
Alexey Kontsedalov,Krylya Sovetov Samara | None,CB,63
Pessalli,Angers SCO | Ligue 2,RM,63
Etien Velikonja,Cardiff City | FL Championship,ST,63
Sidnei,Perth Glory | A-League,LM,63
Aaron Wildig,Morecambe | Football League 2,CM,63
Martin Nešpor,Piast Gliwice | Ekstraklasa,ST,63
Marco Aratore,FC St. Gallen | Raiffeisen SL,LM,63
Mike Fucito,SJ Earthquakes | MLS,ST,63
Stuart Beavon,Burton Albion | Football League 2,ST,63
Evgeniy Gapon,Mordovia Saransk | Russian League,LB,63
Sebastian Andersen,Viborg FF | None,RM,63
Jack Payne,Peterborough | Football League,CM,63
Marc Mateu,CD Numancia | Liga Adelante,CM,63
Scott Neville,WS Wanderers | A-League,RB,63
Michael Marrone,Adelaide United | A-League,RB,63
Graham Carey,Plymouth Argyle | Football League 2,LM,63
Dmitriy Verkhovtsov,FC Ufa | Russian League,CB,63
Igor Shitov,Mordovia Saransk | Russian League,RB,63
Dominic Chatto,FK Bodø/Glimt | Tippeligaen,CM,63
Pär Ericsson,Örebro SK | Allsvenskan,ST,63
Mauricio Albornoz,Åtvidabergs FF  | Allsvenskan,CM,63
Fahad Al Yamani,Al-Ahli | ALJ League,CDM,63
Ryu Chang Hyun,Jeonbuk FC | K LEAGUE,ST,63
Yoon Sin Young,Daejeon Citizen | None,CB,63
Jung Da Hwon,Jeju United FC | K LEAGUE,RB,63
Rashed Al Rahab,Hajer | ALJ League,RB,63
Mishal Al Saeed,Al Wehda (Mecca) | None,LB,63
Sultan Al Beshi,Al-Raed | ALJ League,RB,63
Fredrik Liverstam,Halmstads BK | Allsvenskan,CB,63
Robert Lundström,Vålerenga | Tippeligaen,RB,63
Darrius Barnes,New England | MLS,RB,63
Alexander Groven,Sarpsborg | Tippeligaen,LB,63
Marcel Ziegl,SV Ried | A. Bundesliga,CDM,63
Daniel Powell,MK Dons | Football League,LM,63
Lyle Taylor,AFC Wimbledon | Football League 2,ST,63
Marco Mathys,FC St. Gallen | Raiffeisen SL,CAM,63
Luke O&#39;Neill,Southend United | Football League 2,RB,63
Shannon Cole,WS Wanderers | A-League,RB,63
James Vincent,Inverness CT | Scottish Prem,CAM,63
James Wallace,Sheffield Utd | Football League,CM,63
Peter Grajciar,Śląsk Wrocław | Ekstraklasa,CAM,63
Ryan Donaldson,Cambridge Utd | Football League 2,RM,63
Salvatore Caturano,Bari | Serie B,ST,63
Loïc Damour,Bourg en Bresse 01 | None,CM,63
Jonas Strifler,Arminia Bielefeld | None,RB,63
Davis Curiale,Trapani | Serie B,ST,63
Mickaël Facchinetti,FC St. Gallen | Raiffeisen SL,LB,63
Rafał Kosznik,Górnik Zabrze | Ekstraklasa,LM,63
Joe Martin,Millwall | FL Championship,LB,63
Louis Clément Ngwat Mahop,SCR Altach | A. Bundesliga,ST,63
Liam Sercombe,Oxford United | Football League 2,CM,63
Maurice Dalé,AS Nancy | Ligue 2,RW,63
Manuel Seidl,Wolfsberger AC | A. Bundesliga,CAM,63
Kelvin Maynard,Burton Albion | Football League 2,RB,63
Amadou Jawo,Djurgårdens IF | Allsvenskan,ST,63
Joshua Abrego,Dorados de Sinaloa | None,CB,63
Anton Sosnin,Dinamo Moskva | Russian League,LB,63
Linus Hallenius,Hammarby IF | None,ST,63
Niall Canavan,Scunthorpe Utd | Football League,CB,63
Lee Seung Yeoul,Jeonbuk FC | K LEAGUE,LW,63
Jairo González,Tigres | LIGA Bancomer MX,LB,63
Daniel Sikorski,SV Ried | A. Bundesliga,ST,63
Jarno Molenberghs,KVC Westerlo | Pro League,RM,63
Stephan Palla,Wolfsberger AC | A. Bundesliga,LB,63
Josh Magennis,Kilmarnock | Scottish Prem,ST,63
Maximiliano Oliva,Crucero del Norte | None,LB,63
Christian Landu Landu,Tromsø IL | None,CM,63
Cameron Stewart,Ipswich Town | FL Championship,LM,63
Christopher Fagan,St. Pats | Airtricity League,ST,63
Ryan Flynn,Sheffield Utd | Football League,RM,63
Jean-Pascal Fontaine,Le Havre AC | Ligue 2,CM,63
Prince Buaben,Heart of Midlothian | None,CM,63
Léo Schwechlen,Tours FC | Ligue 2,CB,63
Matt Green,Mansfield Town | Football League 2,ST,63
Niels Vorthoren,BK Häcken | Allsvenskan,CM,63
Gustavo Pinedo,San Martín de San Juan | None,ST,63
Mark Ellis,Shrewsbury | Football League 2,CB,63
Alain Wiss,FC St. Gallen | Raiffeisen SL,CB,63
Joachim Thomassen,Sarpsborg | Tippeligaen,LB,63
Rolf Daniel Vikstøl,Start | Tippeligaen,LB,63
Sal Zizzo,NY Red Bulls | MLS,RM,63
Erik Israelsson,Hammarby IF | None,CDM,63
Selim Bouadla,Académica | Primeira Liga,LM,63
Boris Prokopič,SCR Altach | A. Bundesliga,CM,63
Carl Baker,MK Dons | Football League,RM,63
Bilal Aziz Özer,Osmanl1spor | None,LB,63
Krystian Pearce,Mansfield Town | Football League 2,CB,63
Jeremy Brockie,NG - FA | Free Agents League,ST,63
Chris Whelpdale,Stevenage | Football League 2,RM,63
Michael Silva,Unión La Calera | Camp. Scotiabank,LW,63
Sim Woo Yeon,Seongnam FC | K LEAGUE,CB,63
Liu Jianye,NG - FA | Free Agents League,CM,63
Jonas Lantto,Gefle IF | Allsvenskan,LM,63
Sam Hird,Chesterfield | Football League,CB,63
Ruben Zadkovich,Perth Glory | A-League,CDM,63
Abdullah Shuhail,Al-Ittihad | ALJ League,LB,63
Ronan Finn,Dundalk | Airtricity League,CAM,63
Fred,Philadelphia | MLS,CAM,63
Simon Gillett,Yeovil Town | Football League,CM,63
Manuel Viniegra,Tigres | LIGA Bancomer MX,CDM,63
Anthony Wallace,NY Red Bulls | MLS,LB,63
Nick LaBrocca,Colorado Rapids | MLS,CDM,63
Adam Mójta,Podbeskidzie | Ekstraklasa,LB,63
César Díaz,Albacete | Liga Adelante,ST,63
César Cortés,CD Palestino | Camp. Scotiabank,LW,63
Jonathan Wilmet,Waasl.-Beveren | Pro League,RM,63
David Williams,Melbourne City | A-League,ST,63
Erik Jendrišek,Cracovia | Ekstraklasa,ST,63
Nathan Rutjes,Roda JC Kerkrade | None,CM,63
Tidiane Sane,Hobro IK | Superliga,CM,63
Laurent Agouazi,Tours FC | Ligue 2,CDM,63
Gonzalo Abán,Unión Española | Camp. Scotiabank,CF,63
Jonathan Lacourt,Nîmes Olympique | Ligue 2,CM,63
Robert Milsom,Notts County | Football League,CM,63
Hubert Wołąkiewicz,Cracovia | Ekstraklasa,CB,63
Stephen Keel,FC Dallas | MLS,CB,63
Rafał Boguski,Wisła Kraków | Ekstraklasa,RM,63
Yohan Brouckaert,OH Leuven | None,RM,63
Aurélien Joachim,Burton Albion | Football League 2,ST,63
Kang Jin Ouk,Seongnam FC | K LEAGUE,LB,63
Mouritala Ogunbiyi,Paris FC | None,CAM,63
Tomás Charles,Depor. Iquique | Camp. Scotiabank,CB,63
Ivan Castiglia,Salernitana | None,CDM,63
Matteo Scozzarella,Trapani | Serie B,CM,63
Koen van der Biezen,Arminia Bielefeld | None,ST,63
Patrick Kristensen,Aalborg BK | Superliga,LB,63
Jarkko Hurme,ODD | Tippeligaen,RB,63
Bengoa,Bilbao Athletic | None,CAM,63
Ashley Chambers,Dagenham | Football League 2,LW,63
Barry Corr,Cambridge Utd | Football League 2,ST,63
Bo Storm,SønderjyskE | Superliga,RM,63
Sam Foley,Port Vale | Football League,CM,63
Marcelo Alatorre,U.N.A.M. | LIGA Bancomer MX,RB,63
Gary Miller,Partick Thistle | Scottish Prem,RB,63
James Wesolowski,Shrewsbury | Football League 2,CM,63
Daniel Jones,Chesterfield | Football League,LB,63
Byron Moore,Port Vale | Football League,RM,63
Billy Dennehy,Cork City | Airtricity League,LM,63
Mark Hughes,Stevenage | Football League 2,CB,63
Ben Purkiss,Port Vale | Football League,RB,63
Anthony Grant,Port Vale | Football League,CM,63
Matt Done,Sheffield Utd | Football League,ST,63
Josip Tadić,SK Sturm Graz | A. Bundesliga,ST,63
Cristian Llama,Colón | None,LM,63
Stefan Batan,Hammarby IF | None,LB,63
James Keene,Halmstads BK | Allsvenskan,ST,63
Jake Wright,Oxford United | Football League 2,CB,63
Ryan Hall,Luton Town | Football League 2,RM,63
Jason Kennedy,Carlisle United | Football League 2,CM,63
Wojciech Kędziora,Termalica Bruk-Bet Nieciecza | None,ST,63
Łukasz Janoszka,ZagBbie Lubin | None,LM,63
Michael Timlin,Southend United | Football League 2,CM,63
Jakub Biskup,Termalica Bruk-Bet Nieciecza | None,LM,63
Marek Wasiluk,Jagiellonia | Ekstraklasa,LB,63
Johnny Mullins,Oxford United | Football League 2,CB,63
Ruben Imingen,FK Bodø/Glimt | Tippeligaen,LB,63
Emmanuel Sarki,Wisła Kraków | Ekstraklasa,RM,63
Mario Lička,Termalica Bruk-Bet Nieciecza | None,CAM,63
Stephen Jordan,Fleetwood Town | Football League,CB,63
David Mirfin,Scunthorpe Utd | Football League,CB,63
Abdoulaye Baldé,Paris FC | None,ST,63
Michael Higdon,Sheffield Utd | Football League,ST,63
Carl Dickinson,Port Vale | Football League,LB,63
Mat Sadler,Shrewsbury | Football League 2,LB,63
Kevin Larsen,Sandefjord Fotball | None,CB,63
Thomas Reinmann,FC Thun | Raiffeisen SL,CB,63
Giovanni Abate,Brescia | Serie B,ST,63
Andrew Considine,Aberdeen | Scottish Prem,LB,63
Yohann Eudeline,Angers SCO | Ligue 2,RM,63
Ville Jalasto,Stabæk Fotball | Tippeligaen,RB,63
Andy Dorman,New England | MLS,CDM,63
Lee Yo Han,Seongnam FC | K LEAGUE,CB,63
Ma Chul Jun,GwangJu FC | None,LB,63
Paul Keegan,Doncaster | Football League,CM,63
Michael Doyle,Portsmouth | Football League 2,CM,63
Danny Pugh,Bury | Football League 2,LB,63
Nicky Wroe,Notts County | Football League,CM,63
Jens Portin,Gefle IF | Allsvenskan,LB,63
Simone Basso,Trapani | Serie B,RM,63
Łukasz Mierzejewski,Górnik Łęczna | Ekstraklasa,RB,63
Enric Pi,UE Llagostera | Liga Adelante,LB,63
Pablo Álvarez,NY City FC | MLS,RM,63
Onur Bayramoğlu,Eskişehirspor | Süper Lig,CM,63
Maximiliano Bustos,San Martín de San Juan | None,CDM,63
Nenad Djordjević,Kalmar FF | Allsvenskan,CB,63
Richard Duffy,Port Vale | Football League,CB,63
Ricardo Osorio,Monterrey | LIGA Bancomer MX,RB,63
John Rankin,Dundee United | Scottish Prem,CDM,63
James McPake,Dundee FC | Scottish Prem,CB,63
Jonathan Stead,Notts County | Football League,ST,63
Julien Viale,Stade Lavallois | Ligue 2,ST,63
Zander Diamond,Northampton | Football League 2,CB,63
Darren Potter,MK Dons | Football League,CDM,63
John Welsh,Preston | Football League,CM,63
Christian Nade,Hamilton | Scottish Prem,ST,63
Jim McAlister,Blackpool | FL Championship,CM,63
Francis Dickoh,FC Midtjylland | Superliga,CB,63
Simon Lappin,St. Johnstone | Scottish Prem,CM,63
Shane Cansdell-Sherriff,Burton Albion | Football League 2,CB,63
Łukasz Surma,Ruch Chorzów | Ekstraklasa,CDM,63
